ID,BedrijfskenmerkenSBI2008,Perioden,Ziekteverzuimpercentage_1
807,307610 ,2017KW03,4.2
808,307610 ,2017KW04,4.7
809,307610 ,2017JJ00,4.5
810,307610 ,2018KW01,5.5
811,307610 ,2018KW02,4.8
812,307610 ,2018KW03,4.6
813,307610 ,2018KW04,5.1
814,307610 ,2018JJ00,5.0
815,307610 ,2019KW01,5.3
816,307610 ,2019KW02,4.8
817,307610 ,2019KW03,4.5
818,307610 ,2019KW04,5.1
819,307610 ,2019JJ00,4.9
820,307610 ,2020KW01,6.1
821,307610 ,2020KW02,5.3
822,307610 ,2020KW03,5.1
823,307610 ,2020KW04,5.9
824,307610 ,2020JJ00,5.6
825,307610 ,2021KW01,5.7
826,307610 ,2021KW02,5.7
827,307610 ,2021KW03,5.4
828,307610 ,2021KW04,6.4
829,307610 ,2021JJ00,5.8
830,307610 ,2022KW01,7.7
831,307610 ,2022KW02,6.4
832,307610 ,2022KW03,5.8
833,307610 ,2022KW04,6.5
834,307610 ,2022JJ00,6.6
835,307610 ,2023KW01,6.4
836,307610 ,2023KW02,5.4
837,307610 ,2023KW03,5.3
838,307610 ,2023KW04,6.2
839,307610 ,2023JJ00,5.8
840,317105 ,1996KW01,5.4
841,317105 ,1996KW02,4.4
842,317105 ,1996KW03,3.6
843,317105 ,1996KW04,4.6
844,317105 ,1996JJ00,4.5
845,317105 ,1997KW01,5.3
846,317105 ,1997KW02,4.5
847,317105 ,1997KW03,4.4
848,317105 ,1997KW04,5.9
849,317105 ,1997JJ00,5.0
850,317105 ,1998KW01,5.6
851,317105 ,1998KW02,4.9
852,317105 ,1998KW03,4.6
853,317105 ,1998KW04,5.8
854,317105 ,1998JJ00,5.2
855,317105 ,1999KW01,6.4
856,317105 ,1999KW02,5.4
857,317105 ,1999KW03,4.8
858,317105 ,1999KW04,6.2
859,317105 ,1999JJ00,5.7
860,317105 ,2000KW01,5.9
861,317105 ,2000KW02,5.3
862,317105 ,2000KW03,5.2
863,317105 ,2000KW04,6.0
864,317105 ,2000JJ00,5.6
865,317105 ,2001KW01,6.4
866,317105 ,2001KW02,5.7
867,317105 ,2001KW03,4.8
868,317105 ,2001KW04,6.1
869,317105 ,2001JJ00,5.7
870,317105 ,2002KW01,6.1
871,317105 ,2002KW02,5.6
872,317105 ,2002KW03,5.3
873,317105 ,2002KW04,6.1
874,317105 ,2002JJ00,5.8
875,317105 ,2003KW01,6.4
876,317105 ,2003KW02,5.2
877,317105 ,2003KW03,4.5
878,317105 ,2003KW04,5.9
879,317105 ,2003JJ00,5.5
880,317105 ,2004KW01,
881,317105 ,2004KW02,
882,317105 ,2004KW03,
883,317105 ,2004KW04,
884,317105 ,2004JJ00,
885,317105 ,2005KW01,
886,317105 ,2005KW02,
887,317105 ,2005KW03,
888,317105 ,2005KW04,
889,317105 ,2005JJ00,
890,317105 ,2006KW01,
891,317105 ,2006KW02,
892,317105 ,2006KW03,
893,317105 ,2006KW04,
894,317105 ,2006JJ00,
895,317105 ,2007KW01,
896,317105 ,2007KW02,
897,317105 ,2007KW03,
898,317105 ,2007KW04,
899,317105 ,2007JJ00,
900,317105 ,2008KW01,4.6
901,317105 ,2008KW02,4.2
902,317105 ,2008KW03,3.5
903,317105 ,2008KW04,4.3
904,317105 ,2008JJ00,4.1
905,317105 ,2009KW01,4.4
906,317105 ,2009KW02,4.5
907,317105 ,2009KW03,4.0
908,317105 ,2009KW04,5.1
909,317105 ,2009JJ00,4.5
910,317105 ,2010KW01,4.4
911,317105 ,2010KW02,3.9
912,317105 ,2010KW03,3.9
913,317105 ,2010KW04,4.1
914,317105 ,2010JJ00,4.1
915,317105 ,2011KW01,4.3
916,317105 ,2011KW02,4.2
917,317105 ,2011KW03,4.2
918,317105 ,2011KW04,4.2
919,317105 ,2011JJ00,4.2
920,317105 ,2012KW01,4.7
921,317105 ,2012KW02,3.9
922,317105 ,2012KW03,3.6
923,317105 ,2012KW04,4.3
924,317105 ,2012JJ00,4.2
925,317105 ,2013KW01,4.8
926,317105 ,2013KW02,3.6
927,317105 ,2013KW03,3.4
928,317105 ,2013KW04,4.0
929,317105 ,2013JJ00,3.9
930,317105 ,2014KW01,3.8
931,317105 ,2014KW02,3.6
932,317105 ,2014KW03,3.5
933,317105 ,2014KW04,4.0
934,317105 ,2014JJ00,3.7
935,317105 ,2015KW01,4.4
936,317105 ,2015KW02,3.4
937,317105 ,2015KW03,3.4
938,317105 ,2015KW04,3.8
939,317105 ,2015JJ00,3.8
940,317105 ,2016KW01,4.3
941,317105 ,2016KW02,3.6
942,317105 ,2016KW03,3.6
943,317105 ,2016KW04,4.2
944,317105 ,2016JJ00,3.9
945,317105 ,2017KW01,4.6
946,317105 ,2017KW02,4.5
947,317105 ,2017KW03,4.1
948,317105 ,2017KW04,4.6
949,317105 ,2017JJ00,4.4
950,317105 ,2018KW01,5.4
951,317105 ,2018KW02,4.7
952,317105 ,2018KW03,4.6
953,317105 ,2018KW04,5.3
954,317105 ,2018JJ00,5.0
955,317105 ,2019KW01,5.6
956,317105 ,2019KW02,5.1
957,317105 ,2019KW03,5.0
958,317105 ,2019KW04,5.3
959,317105 ,2019JJ00,5.2
960,317105 ,2020KW01,6.6
961,317105 ,2020KW02,5.6
962,317105 ,2020KW03,5.3
963,317105 ,2020KW04,5.7
964,317105 ,2020JJ00,5.8
965,317105 ,2021KW01,5.4
966,317105 ,2021KW02,5.4
967,317105 ,2021KW03,5.0
968,317105 ,2021KW04,5.6
969,317105 ,2021JJ00,5.4
970,317105 ,2022KW01,7.0
971,317105 ,2022KW02,6.2
972,317105 ,2022KW03,5.9
973,317105 ,2022KW04,6.9
974,317105 ,2022JJ00,6.5
975,317105 ,2023KW01,6.6
976,317105 ,2023KW02,5.7
977,317105 ,2023KW03,5.3
978,317105 ,2023KW04,6.7
979,317105 ,2023JJ00,6.1
980,320005 ,1996KW01,5.2
981,320005 ,1996KW02,4.4
982,320005 ,1996KW03,3.9
983,320005 ,1996KW04,4.5
984,320005 ,1996JJ00,4.5
985,320005 ,1997KW01,5.3
986,320005 ,1997KW02,4.5
987,320005 ,1997KW03,4.5
988,320005 ,1997KW04,5.2
989,320005 ,1997JJ00,4.9
990,320005 ,1998KW01,5.2
991,320005 ,1998KW02,4.9
992,320005 ,1998KW03,4.7
993,320005 ,1998KW04,5.5
994,320005 ,1998JJ00,5.1
995,320005 ,1999KW01,6.1
996,320005 ,1999KW02,5.1
997,320005 ,1999KW03,4.6
998,320005 ,1999KW04,5.6
999,320005 ,1999JJ00,5.3
1000,320005 ,2000KW01,6.2
1001,320005 ,2000KW02,5.3
1002,320005 ,2000KW03,5.0
1003,320005 ,2000KW04,5.8
1004,320005 ,2000JJ00,5.6
1005,320005 ,2001KW01,6.0
1006,320005 ,2001KW02,5.8
1007,320005 ,2001KW03,5.0
1008,320005 ,2001KW04,5.7
1009,320005 ,2001JJ00,5.6
1010,320005 ,2002KW01,6.0
1011,320005 ,2002KW02,5.3
1012,320005 ,2002KW03,5.0
1013,320005 ,2002KW04,5.4
1014,320005 ,2002JJ00,5.4
1015,320005 ,2003KW01,5.2
1016,320005 ,2003KW02,4.5
1017,320005 ,2003KW03,3.9
1018,320005 ,2003KW04,4.7
1019,320005 ,2003JJ00,4.6
1020,320005 ,2004KW01,5.1
1021,320005 ,2004KW02,4.4
1022,320005 ,2004KW03,4.0
1023,320005 ,2004KW04,4.7
1024,320005 ,2004JJ00,4.5
1025,320005 ,2005KW01,5.2
1026,320005 ,2005KW02,4.5
1027,320005 ,2005KW03,4.1
1028,320005 ,2005KW04,4.8
1029,320005 ,2005JJ00,4.6
1030,320005 ,2006KW01,4.7
1031,320005 ,2006KW02,4.0
1032,320005 ,2006KW03,3.6
1033,320005 ,2006KW04,4.3
1034,320005 ,2006JJ00,4.1
1035,320005 ,2007KW01,4.9
1036,320005 ,2007KW02,4.2
1037,320005 ,2007KW03,3.8
1038,320005 ,2007KW04,4.5
1039,320005 ,2007JJ00,4.3
1040,320005 ,2008KW01,4.8
1041,320005 ,2008KW02,4.2
1042,320005 ,2008KW03,3.7
1043,320005 ,2008KW04,4.3
1044,320005 ,2008JJ00,4.3
1045,320005 ,2009KW01,4.5
1046,320005 ,2009KW02,4.1
1047,320005 ,2009KW03,3.9
1048,320005 ,2009KW04,4.5
1049,320005 ,2009JJ00,4.2
1050,320005 ,2010KW01,4.4
1051,320005 ,2010KW02,4.3
1052,320005 ,2010KW03,4.1
1053,320005 ,2010KW04,4.5
1054,320005 ,2010JJ00,4.3
1055,320005 ,2011KW01,4.8
1056,320005 ,2011KW02,4.2
1057,320005 ,2011KW03,4.1
1058,320005 ,2011KW04,4.6
1059,320005 ,2011JJ00,4.4
1060,320005 ,2012KW01,4.7
1061,320005 ,2012KW02,4.0
1062,320005 ,2012KW03,3.8
1063,320005 ,2012KW04,4.3
1064,320005 ,2012JJ00,4.2
1065,320005 ,2013KW01,4.8
1066,320005 ,2013KW02,3.9
1067,320005 ,2013KW03,3.7
1068,320005 ,2013KW04,4.3
1069,320005 ,2013JJ00,4.2
1070,320005 ,2014KW01,4.4
1071,320005 ,2014KW02,4.2
1072,320005 ,2014KW03,3.8
1073,320005 ,2014KW04,4.7
1074,320005 ,2014JJ00,4.3
1075,320005 ,2015KW01,4.9
1076,320005 ,2015KW02,3.8
1077,320005 ,2015KW03,3.8
1078,320005 ,2015KW04,4.5
1079,320005 ,2015JJ00,4.2
1080,320005 ,2016KW01,5.0
1081,320005 ,2016KW02,4.2
1082,320005 ,2016KW03,3.8
1083,320005 ,2016KW04,4.6
1084,320005 ,2016JJ00,4.4
1085,320005 ,2017KW01,5.3
1086,320005 ,2017KW02,4.7
1087,320005 ,2017KW03,4.5
1088,320005 ,2017KW04,5.3
1089,320005 ,2017JJ00,4.9
1090,320005 ,2018KW01,6.1
1091,320005 ,2018KW02,4.8
1092,320005 ,2018KW03,4.7
1093,320005 ,2018KW04,5.3
1094,320005 ,2018JJ00,5.2
1095,320005 ,2019KW01,5.4
1096,320005 ,2019KW02,4.9
1097,320005 ,2019KW03,4.7
1098,320005 ,2019KW04,5.6
1099,320005 ,2019JJ00,5.1
1100,320005 ,2020KW01,6.5
1101,320005 ,2020KW02,5.3
1102,320005 ,2020KW03,4.9
1103,320005 ,2020KW04,5.7
1104,320005 ,2020JJ00,5.6
1105,320005 ,2021KW01,5.2
1106,320005 ,2021KW02,5.4
1107,320005 ,2021KW03,5.2
1108,320005 ,2021KW04,6.3
1109,320005 ,2021JJ00,5.5
1110,320005 ,2022KW01,7.4
1111,320005 ,2022KW02,6.1
1112,320005 ,2022KW03,6.2
1113,320005 ,2022KW04,6.8
1114,320005 ,2022JJ00,6.6
1115,320005 ,2023KW01,6.5
1116,320005 ,2023KW02,5.3
1117,320005 ,2023KW03,5.5
1118,320005 ,2023KW04,6.6
1119,320005 ,2023JJ00,6.0
1120,328110 ,1996KW01,5.4
1121,328110 ,1996KW02,4.6
1122,328110 ,1996KW03,4.1
1123,328110 ,1996KW04,4.9
1124,328110 ,1996JJ00,4.7
1125,328110 ,1997KW01,5.2
1126,328110 ,1997KW02,4.5
1127,328110 ,1997KW03,4.5
1128,328110 ,1997KW04,5.1
1129,328110 ,1997JJ00,4.9
1130,328110 ,1998KW01,5.5
1131,328110 ,1998KW02,5.6
1132,328110 ,1998KW03,4.8
1133,328110 ,1998KW04,5.8
1134,328110 ,1998JJ00,5.4
1135,328110 ,1999KW01,6.2
1136,328110 ,1999KW02,5.3
1137,328110 ,1999KW03,5.2
1138,328110 ,1999KW04,6.1
1139,328110 ,1999JJ00,5.7
1140,328110 ,2000KW01,6.4
1141,328110 ,2000KW02,5.7
1142,328110 ,2000KW03,5.3
1143,328110 ,2000KW04,5.9
1144,328110 ,2000JJ00,5.8
1145,328110 ,2001KW01,6.1
1146,328110 ,2001KW02,5.5
1147,328110 ,2001KW03,5.3
1148,328110 ,2001KW04,6.0
1149,328110 ,2001JJ00,5.7
1150,328110 ,2002KW01,6.2
1151,328110 ,2002KW02,5.3
1152,328110 ,2002KW03,4.7
1153,328110 ,2002KW04,5.5
1154,328110 ,2002JJ00,5.4
1155,328110 ,2003KW01,5.3
1156,328110 ,2003KW02,4.6
1157,328110 ,2003KW03,4.2
1158,328110 ,2003KW04,4.8
1159,328110 ,2003JJ00,4.7
1160,328110 ,2004KW01,5.0
1161,328110 ,2004KW02,4.4
1162,328110 ,2004KW03,4.0
1163,328110 ,2004KW04,4.7
1164,328110 ,2004JJ00,4.5
1165,328110 ,2005KW01,5.0
1166,328110 ,2005KW02,4.4
1167,328110 ,2005KW03,4.0
1168,328110 ,2005KW04,4.8
1169,328110 ,2005JJ00,4.5
1170,328110 ,2006KW01,4.7
1171,328110 ,2006KW02,4.1
1172,328110 ,2006KW03,3.7
1173,328110 ,2006KW04,4.5
1174,328110 ,2006JJ00,4.2
1175,328110 ,2007KW01,4.8
1176,328110 ,2007KW02,4.2
1177,328110 ,2007KW03,3.8
1178,328110 ,2007KW04,4.6
1179,328110 ,2007JJ00,4.3
1180,328110 ,2008KW01,4.6
1181,328110 ,2008KW02,3.9
1182,328110 ,2008KW03,3.6
1183,328110 ,2008KW04,4.2
1184,328110 ,2008JJ00,4.1
1185,328110 ,2009KW01,4.4
1186,328110 ,2009KW02,3.9
1187,328110 ,2009KW03,3.7
1188,328110 ,2009KW04,4.4
1189,328110 ,2009JJ00,4.1
1190,328110 ,2010KW01,4.4
1191,328110 ,2010KW02,3.9
1192,328110 ,2010KW03,3.8
1193,328110 ,2010KW04,4.4
1194,328110 ,2010JJ00,4.1
1195,328110 ,2011KW01,4.4
1196,328110 ,2011KW02,4.1
1197,328110 ,2011KW03,3.8
1198,328110 ,2011KW04,4.2
1199,328110 ,2011JJ00,4.2
1200,328110 ,2012KW01,4.4
1201,328110 ,2012KW02,3.9
1202,328110 ,2012KW03,3.7
1203,328110 ,2012KW04,4.2
1204,328110 ,2012JJ00,4.1
1205,328110 ,2013KW01,4.7
1206,328110 ,2013KW02,3.8
1207,328110 ,2013KW03,3.5
1208,328110 ,2013KW04,3.9
1209,328110 ,2013JJ00,4.0
1210,328110 ,2014KW01,3.8
1211,328110 ,2014KW02,3.5
1212,328110 ,2014KW03,3.3
1213,328110 ,2014KW04,4.0
1214,328110 ,2014JJ00,3.7
1215,328110 ,2015KW01,4.3
1216,328110 ,2015KW02,3.7
1217,328110 ,2015KW03,3.4
1218,328110 ,2015KW04,3.8
1219,328110 ,2015JJ00,3.8
1220,328110 ,2016KW01,4.4
1221,328110 ,2016KW02,3.8
1222,328110 ,2016KW03,3.5
1223,328110 ,2016KW04,4.1
1224,328110 ,2016JJ00,4.0
1225,328110 ,2017KW01,4.5
1226,328110 ,2017KW02,3.8
1227,328110 ,2017KW03,3.7
1228,328110 ,2017KW04,4.3
1229,328110 ,2017JJ00,4.1
1230,328110 ,2018KW01,5.0
1231,328110 ,2018KW02,4.0
1232,328110 ,2018KW03,3.9
1233,328110 ,2018KW04,4.3
1234,328110 ,2018JJ00,4.3
1235,328110 ,2019KW01,4.8
1236,328110 ,2019KW02,4.3
1237,328110 ,2019KW03,4.0
1238,328110 ,2019KW04,4.7
1239,328110 ,2019JJ00,4.4
1240,328110 ,2020KW01,5.5
1241,328110 ,2020KW02,4.8
1242,328110 ,2020KW03,4.3
1243,328110 ,2020KW04,5.2
1244,328110 ,2020JJ00,5.0
1245,328110 ,2021KW01,4.9
1246,328110 ,2021KW02,4.8
1247,328110 ,2021KW03,4.5
1248,328110 ,2021KW04,5.7
1249,328110 ,2021JJ00,5.0
1250,328110 ,2022KW01,6.5
1251,328110 ,2022KW02,5.3
1252,328110 ,2022KW03,4.9
1253,328110 ,2022KW04,5.6
1254,328110 ,2022JJ00,5.6
1255,328110 ,2023KW01,5.9
1256,328110 ,2023KW02,4.9
1257,328110 ,2023KW03,4.8
1258,328110 ,2023KW04,5.4
1259,328110 ,2023JJ00,5.2
1260,346600 ,1996KW01,6.2
1261,346600 ,1996KW02,5.1
1262,346600 ,1996KW03,5.0
1263,346600 ,1996KW04,5.4
1264,346600 ,1996JJ00,5.4
1265,346600 ,1997KW01,6.4
1266,346600 ,1997KW02,4.9
1267,346600 ,1997KW03,4.7
1268,346600 ,1997KW04,5.3
1269,346600 ,1997JJ00,5.4
1270,346600 ,1998KW01,6.3
1271,346600 ,1998KW02,5.6
1272,346600 ,1998KW03,5.0
1273,346600 ,1998KW04,6.3
1274,346600 ,1998JJ00,5.8
1275,346600 ,1999KW01,6.6
1276,346600 ,1999KW02,5.7
1277,346600 ,1999KW03,5.2
1278,346600 ,1999KW04,6.7
1279,346600 ,1999JJ00,6.1
1280,346600 ,2000KW01,7.8
1281,346600 ,2000KW02,6.0
1282,346600 ,2000KW03,6.1
1283,346600 ,2000KW04,7.0
1284,346600 ,2000JJ00,6.7
1285,346600 ,2001KW01,7.1
1286,346600 ,2001KW02,5.6
1287,346600 ,2001KW03,5.2
1288,346600 ,2001KW04,4.9
1289,346600 ,2001JJ00,5.7
1290,346600 ,2002KW01,6.4
1291,346600 ,2002KW02,5.9
1292,346600 ,2002KW03,5.7
1293,346600 ,2002KW04,5.9
1294,346600 ,2002JJ00,6.0
1295,346600 ,2003KW01,6.0
1296,346600 ,2003KW02,4.8
1297,346600 ,2003KW03,4.3
1298,346600 ,2003KW04,4.9
1299,346600 ,2003JJ00,5.0
1300,346600 ,2004KW01,
1301,346600 ,2004KW02,
1302,346600 ,2004KW03,
1303,346600 ,2004KW04,
1304,346600 ,2004JJ00,
1305,346600 ,2005KW01,
1306,346600 ,2005KW02,
1307,346600 ,2005KW03,
1308,346600 ,2005KW04,
1309,346600 ,2005JJ00,
1310,346600 ,2006KW01,
1311,346600 ,2006KW02,
1312,346600 ,2006KW03,
1313,346600 ,2006KW04,
1314,346600 ,2006JJ00,
1315,346600 ,2007KW01,
1316,346600 ,2007KW02,
1317,346600 ,2007KW03,
1318,346600 ,2007KW04,
1319,346600 ,2007JJ00,
1320,346600 ,2008KW01,4.6
1321,346600 ,2008KW02,3.4
1322,346600 ,2008KW03,3.5
1323,346600 ,2008KW04,3.8
1324,346600 ,2008JJ00,3.8
1325,346600 ,2009KW01,4.5
1326,346600 ,2009KW02,3.4
1327,346600 ,2009KW03,3.4
1328,346600 ,2009KW04,4.6
1329,346600 ,2009JJ00,4.0
1330,346600 ,2010KW01,4.4
1331,346600 ,2010KW02,3.8
1332,346600 ,2010KW03,3.7
1333,346600 ,2010KW04,3.9
1334,346600 ,2010JJ00,3.9
1335,346600 ,2011KW01,4.5
1336,346600 ,2011KW02,3.9
1337,346600 ,2011KW03,3.5
1338,346600 ,2011KW04,3.5
1339,346600 ,2011JJ00,3.8
1340,346600 ,2012KW01,4.4
1341,346600 ,2012KW02,3.7
1342,346600 ,2012KW03,3.4
1343,346600 ,2012KW04,3.7
1344,346600 ,2012JJ00,3.8
1345,346600 ,2013KW01,4.1
1346,346600 ,2013KW02,3.3
1347,346600 ,2013KW03,3.0
1348,346600 ,2013KW04,3.4
1349,346600 ,2013JJ00,3.5
1350,346600 ,2014KW01,3.6
1351,346600 ,2014KW02,3.4
1352,346600 ,2014KW03,3.3
1353,346600 ,2014KW04,3.8
1354,346600 ,2014JJ00,3.5
1355,346600 ,2015KW01,4.2
1356,346600 ,2015KW02,3.6
1357,346600 ,2015KW03,3.3
1358,346600 ,2015KW04,4.2
1359,346600 ,2015JJ00,3.8
1360,346600 ,2016KW01,4.9
1361,346600 ,2016KW02,3.8
1362,346600 ,2016KW03,3.7
1363,346600 ,2016KW04,4.3
1364,346600 ,2016JJ00,4.2
1365,346600 ,2017KW01,4.8
1366,346600 ,2017KW02,3.6
1367,346600 ,2017KW03,3.7
1368,346600 ,2017KW04,4.3
1369,346600 ,2017JJ00,4.1
1370,346600 ,2018KW01,5.0
1371,346600 ,2018KW02,4.2
1372,346600 ,2018KW03,4.1
1373,346600 ,2018KW04,4.7
1374,346600 ,2018JJ00,4.5
1375,346600 ,2019KW01,4.9
1376,346600 ,2019KW02,4.0
1377,346600 ,2019KW03,3.9
1378,346600 ,2019KW04,4.2
1379,346600 ,2019JJ00,4.1
1380,346600 ,2020KW01,4.6
1381,346600 ,2020KW02,3.8
1382,346600 ,2020KW03,3.6
1383,346600 ,2020KW04,4.2
1384,346600 ,2020JJ00,4.1
1385,346600 ,2021KW01,4.1
1386,346600 ,2021KW02,4.0
1387,346600 ,2021KW03,3.9
1388,346600 ,2021KW04,4.8
1389,346600 ,2021JJ00,4.2
1390,346600 ,2022KW01,5.4
1391,346600 ,2022KW02,4.9
1392,346600 ,2022KW03,4.8
1393,346600 ,2022KW04,4.9
1394,346600 ,2022JJ00,5.0
1395,346600 ,2023KW01,5.4
1396,346600 ,2023KW02,4.5
1397,346600 ,2023KW03,4.3
1398,346600 ,2023KW04,5.1
1399,346600 ,2023JJ00,4.8
1400,348000 ,1996KW01,7.2
1401,348000 ,1996KW02,5.8
1402,348000 ,1996KW03,5.0
1403,348000 ,1996KW04,5.3
1404,348000 ,1996JJ00,5.8
1405,348000 ,1997KW01,6.3
1406,348000 ,1997KW02,4.5
1407,348000 ,1997KW03,4.7
1408,348000 ,1997KW04,5.7
1409,348000 ,1997JJ00,5.3
1410,348000 ,1998KW01,6.9
1411,348000 ,1998KW02,6.3
1412,348000 ,1998KW03,6.3
1413,348000 ,1998KW04,6.7
1414,348000 ,1998JJ00,6.5
1415,348000 ,1999KW01,8.1
1416,348000 ,1999KW02,5.9
1417,348000 ,1999KW03,5.7
1418,348000 ,1999KW04,6.8
1419,348000 ,1999JJ00,6.6
1420,348000 ,2000KW01,7.8
1421,348000 ,2000KW02,7.0
1422,348000 ,2000KW03,6.0
1423,348000 ,2000KW04,6.6
1424,348000 ,2000JJ00,6.8
1425,348000 ,2001KW01,7.3
1426,348000 ,2001KW02,6.3
1427,348000 ,2001KW03,6.1
1428,348000 ,2001KW04,6.4
1429,348000 ,2001JJ00,6.5
1430,348000 ,2002KW01,7.3
1431,348000 ,2002KW02,6.3
1432,348000 ,2002KW03,4.9
1433,348000 ,2002KW04,5.7
1434,348000 ,2002JJ00,6.1
1435,348000 ,2003KW01,6.5
1436,348000 ,2003KW02,5.6
1437,348000 ,2003KW03,5.3
1438,348000 ,2003KW04,5.4
1439,348000 ,2003JJ00,5.7
1440,348000 ,2004KW01,
1441,348000 ,2004KW02,
1442,348000 ,2004KW03,
1443,348000 ,2004KW04,
1444,348000 ,2004JJ00,
1445,348000 ,2005KW01,
1446,348000 ,2005KW02,
1447,348000 ,2005KW03,
1448,348000 ,2005KW04,
1449,348000 ,2005JJ00,
1450,348000 ,2006KW01,
1451,348000 ,2006KW02,
1452,348000 ,2006KW03,
1453,348000 ,2006KW04,
1454,348000 ,2006JJ00,
1455,348000 ,2007KW01,
1456,348000 ,2007KW02,
1457,348000 ,2007KW03,
1458,348000 ,2007KW04,
1459,348000 ,2007JJ00,
1460,348000 ,2008KW01,6.5
1461,348000 ,2008KW02,5.1
1462,348000 ,2008KW03,4.7
1463,348000 ,2008KW04,6.3
1464,348000 ,2008JJ00,5.7
1465,348000 ,2009KW01,6.3
1466,348000 ,2009KW02,5.3
1467,348000 ,2009KW03,4.9
1468,348000 ,2009KW04,6.1
1469,348000 ,2009JJ00,5.6
1470,348000 ,2010KW01,5.5
1471,348000 ,2010KW02,4.9
1472,348000 ,2010KW03,4.8
1473,348000 ,2010KW04,5.6
1474,348000 ,2010JJ00,5.2
1475,348000 ,2011KW01,5.7
1476,348000 ,2011KW02,4.8
1477,348000 ,2011KW03,4.7
1478,348000 ,2011KW04,5.3
1479,348000 ,2011JJ00,5.1
1480,348000 ,2012KW01,5.9
1481,348000 ,2012KW02,5.4
1482,348000 ,2012KW03,5.1
1483,348000 ,2012KW04,5.5
1484,348000 ,2012JJ00,5.5
1485,348000 ,2013KW01,6.2
1486,348000 ,2013KW02,5.0
1487,348000 ,2013KW03,4.6
1488,348000 ,2013KW04,4.9
1489,348000 ,2013JJ00,5.1
1490,348000 ,2014KW01,5.0
1491,348000 ,2014KW02,4.5
1492,348000 ,2014KW03,4.3
1493,348000 ,2014KW04,4.5
1494,348000 ,2014JJ00,4.5
1495,348000 ,2015KW01,5.3
1496,348000 ,2015KW02,4.3
1497,348000 ,2015KW03,4.1
1498,348000 ,2015KW04,4.7
1499,348000 ,2015JJ00,4.6
1500,348000 ,2016KW01,5.5
1501,348000 ,2016KW02,4.6
1502,348000 ,2016KW03,4.3
1503,348000 ,2016KW04,5.4
1504,348000 ,2016JJ00,5.0
1505,348000 ,2017KW01,5.2
1506,348000 ,2017KW02,4.3
1507,348000 ,2017KW03,4.3
1508,348000 ,2017KW04,5.0
1509,348000 ,2017JJ00,4.7
1510,348000 ,2018KW01,5.8
1511,348000 ,2018KW02,5.0
1512,348000 ,2018KW03,4.8
1513,348000 ,2018KW04,5.6
1514,348000 ,2018JJ00,5.3
1515,348000 ,2019KW01,6.1
1516,348000 ,2019KW02,5.5
1517,348000 ,2019KW03,5.1
1518,348000 ,2019KW04,6.0
1519,348000 ,2019JJ00,5.7
1520,348000 ,2020KW01,6.7
1521,348000 ,2020KW02,5.8
1522,348000 ,2020KW03,5.3
1523,348000 ,2020KW04,5.9
1524,348000 ,2020JJ00,5.9
1525,348000 ,2021KW01,5.7
1526,348000 ,2021KW02,5.7
1527,348000 ,2021KW03,5.5
1528,348000 ,2021KW04,6.5
1529,348000 ,2021JJ00,5.9
1530,348000 ,2022KW01,7.4
1531,348000 ,2022KW02,6.3
1532,348000 ,2022KW03,5.8
1533,348000 ,2022KW04,7.1
1534,348000 ,2022JJ00,6.7
1535,348000 ,2023KW01,7.2
1536,348000 ,2023KW02,5.5
1537,348000 ,2023KW03,5.8
1538,348000 ,2023KW04,6.9
1539,348000 ,2023JJ00,6.3
1540,350000 ,1996KW01,5.0
1541,350000 ,1996KW02,4.0
1542,350000 ,1996KW03,3.7
1543,350000 ,1996KW04,4.3
1544,350000 ,1996JJ00,4.2
1545,350000 ,1997KW01,4.7
1546,350000 ,1997KW02,4.3
1547,350000 ,1997KW03,4.0
1548,350000 ,1997KW04,4.9
1549,350000 ,1997JJ00,4.5
1550,350000 ,1998KW01,4.8
1551,350000 ,1998KW02,4.6
1552,350000 ,1998KW03,4.3
1553,350000 ,1998KW04,4.8
1554,350000 ,1998JJ00,4.6
1555,350000 ,1999KW01,5.3
1556,350000 ,1999KW02,4.5
1557,350000 ,1999KW03,4.4
1558,350000 ,1999KW04,5.5
1559,350000 ,1999JJ00,4.9
1560,350000 ,2000KW01,5.2
1561,350000 ,2000KW02,4.9
1562,350000 ,2000KW03,4.8
1563,350000 ,2000KW04,5.3
1564,350000 ,2000JJ00,5.1
1565,350000 ,2001KW01,5.2
1566,350000 ,2001KW02,5.0
1567,350000 ,2001KW03,4.8
1568,350000 ,2001KW04,5.2
1569,350000 ,2001JJ00,5.1
1570,350000 ,2002KW01,5.4
1571,350000 ,2002KW02,5.2
1572,350000 ,2002KW03,4.8
1573,350000 ,2002KW04,5.3
1574,350000 ,2002JJ00,5.2
1575,350000 ,2003KW01,4.8
1576,350000 ,2003KW02,4.2
1577,350000 ,2003KW03,3.9
1578,350000 ,2003KW04,4.4
1579,350000 ,2003JJ00,4.3
1580,350000 ,2004KW01,4.9
1581,350000 ,2004KW02,4.4
1582,350000 ,2004KW03,4.1
1583,350000 ,2004KW04,4.8
1584,350000 ,2004JJ00,4.6
1585,350000 ,2005KW01,4.8
1586,350000 ,2005KW02,4.3
1587,350000 ,2005KW03,4.0
1588,350000 ,2005KW04,4.7
1589,350000 ,2005JJ00,4.4
1590,350000 ,2006KW01,4.4
1591,350000 ,2006KW02,3.9
1592,350000 ,2006KW03,3.7
1593,350000 ,2006KW04,4.3
