ID,BedrijfskenmerkenSBI2008,Perioden,Ziekteverzuimpercentage_1
1594,350000 ,2006JJ00,4.0
1595,350000 ,2007KW01,4.7
1596,350000 ,2007KW02,4.2
1597,350000 ,2007KW03,4.0
1598,350000 ,2007KW04,4.6
1599,350000 ,2007JJ00,4.3
1600,350000 ,2008KW01,4.5
1601,350000 ,2008KW02,4.0
1602,350000 ,2008KW03,3.7
1603,350000 ,2008KW04,4.1
1604,350000 ,2008JJ00,4.1
1605,350000 ,2009KW01,4.4
1606,350000 ,2009KW02,3.9
1607,350000 ,2009KW03,3.8
1608,350000 ,2009KW04,4.4
1609,350000 ,2009JJ00,4.1
1610,350000 ,2010KW01,4.4
1611,350000 ,2010KW02,4.1
1612,350000 ,2010KW03,3.9
1613,350000 ,2010KW04,4.3
1614,350000 ,2010JJ00,4.2
1615,350000 ,2011KW01,4.6
1616,350000 ,2011KW02,4.2
1617,350000 ,2011KW03,4.0
1618,350000 ,2011KW04,4.3
1619,350000 ,2011JJ00,4.3
1620,350000 ,2012KW01,4.3
1621,350000 ,2012KW02,4.1
1622,350000 ,2012KW03,3.7
1623,350000 ,2012KW04,3.8
1624,350000 ,2012JJ00,4.0
1625,350000 ,2013KW01,4.3
1626,350000 ,2013KW02,3.5
1627,350000 ,2013KW03,3.3
1628,350000 ,2013KW04,3.9
1629,350000 ,2013JJ00,3.8
1630,350000 ,2014KW01,3.9
1631,350000 ,2014KW02,3.7
1632,350000 ,2014KW03,3.4
1633,350000 ,2014KW04,3.9
1634,350000 ,2014JJ00,3.7
1635,350000 ,2015KW01,4.2
1636,350000 ,2015KW02,3.7
1637,350000 ,2015KW03,3.4
1638,350000 ,2015KW04,3.6
1639,350000 ,2015JJ00,3.7
1640,350000 ,2016KW01,4.2
1641,350000 ,2016KW02,3.7
1642,350000 ,2016KW03,3.3
1643,350000 ,2016KW04,3.7
1644,350000 ,2016JJ00,3.7
1645,350000 ,2017KW01,3.9
1646,350000 ,2017KW02,3.6
1647,350000 ,2017KW03,3.3
1648,350000 ,2017KW04,3.7
1649,350000 ,2017JJ00,3.6
1650,350000 ,2018KW01,4.4
1651,350000 ,2018KW02,3.7
1652,350000 ,2018KW03,3.6
1653,350000 ,2018KW04,3.7
1654,350000 ,2018JJ00,3.8
1655,350000 ,2019KW01,4.1
1656,350000 ,2019KW02,3.9
1657,350000 ,2019KW03,3.8
1658,350000 ,2019KW04,4.2
1659,350000 ,2019JJ00,4.0
1660,350000 ,2020KW01,4.9
1661,350000 ,2020KW02,4.4
1662,350000 ,2020KW03,4.3
1663,350000 ,2020KW04,4.8
1664,350000 ,2020JJ00,4.6
1665,350000 ,2021KW01,4.8
1666,350000 ,2021KW02,4.8
1667,350000 ,2021KW03,4.8
1668,350000 ,2021KW04,5.3
1669,350000 ,2021JJ00,4.9
1670,350000 ,2022KW01,6.0
1671,350000 ,2022KW02,5.3
1672,350000 ,2022KW03,4.9
1673,350000 ,2022KW04,5.2
1674,350000 ,2022JJ00,5.3
1675,350000 ,2023KW01,5.3
1676,350000 ,2023KW02,4.6
1677,350000 ,2023KW03,4.4
1678,350000 ,2023KW04,4.8
1679,350000 ,2023JJ00,4.8
1680,300007 ,1996KW01,4.8
1681,300007 ,1996KW02,4.0
1682,300007 ,1996KW03,3.5
1683,300007 ,1996KW04,4.1
1684,300007 ,1996JJ00,4.1
1685,300007 ,1997KW01,4.1
1686,300007 ,1997KW02,3.8
1687,300007 ,1997KW03,3.5
1688,300007 ,1997KW04,4.1
1689,300007 ,1997JJ00,3.9
1690,300007 ,1998KW01,4.5
1691,300007 ,1998KW02,4.1
1692,300007 ,1998KW03,3.8
1693,300007 ,1998KW04,4.6
1694,300007 ,1998JJ00,4.3
1695,300007 ,1999KW01,5.2
1696,300007 ,1999KW02,4.4
1697,300007 ,1999KW03,4.3
1698,300007 ,1999KW04,4.7
1699,300007 ,1999JJ00,4.6
1700,300007 ,2000KW01,5.1
1701,300007 ,2000KW02,4.6
1702,300007 ,2000KW03,4.7
1703,300007 ,2000KW04,4.9
1704,300007 ,2000JJ00,4.8
1705,300007 ,2001KW01,5.1
1706,300007 ,2001KW02,4.6
1707,300007 ,2001KW03,4.6
1708,300007 ,2001KW04,4.8
1709,300007 ,2001JJ00,4.8
1710,300007 ,2002KW01,5.1
1711,300007 ,2002KW02,4.8
1712,300007 ,2002KW03,4.4
1713,300007 ,2002KW04,4.8
1714,300007 ,2002JJ00,4.8
1715,300007 ,2003KW01,4.7
1716,300007 ,2003KW02,4.0
1717,300007 ,2003KW03,3.5
1718,300007 ,2003KW04,4.0
1719,300007 ,2003JJ00,4.1
1720,300007 ,2004KW01,3.7
1721,300007 ,2004KW02,3.1
1722,300007 ,2004KW03,2.9
1723,300007 ,2004KW04,3.3
1724,300007 ,2004JJ00,3.3
1725,300007 ,2005KW01,3.5
1726,300007 ,2005KW02,3.0
1727,300007 ,2005KW03,2.7
1728,300007 ,2005KW04,3.2
1729,300007 ,2005JJ00,3.1
1730,300007 ,2006KW01,3.8
1731,300007 ,2006KW02,3.3
1732,300007 ,2006KW03,3.1
1733,300007 ,2006KW04,3.5
1734,300007 ,2006JJ00,3.4
1735,300007 ,2007KW01,3.9
1736,300007 ,2007KW02,3.4
1737,300007 ,2007KW03,3.2
1738,300007 ,2007KW04,3.6
1739,300007 ,2007JJ00,3.5
1740,300007 ,2008KW01,3.9
1741,300007 ,2008KW02,3.2
1742,300007 ,2008KW03,3.0
1743,300007 ,2008KW04,3.4
1744,300007 ,2008JJ00,3.4
1745,300007 ,2009KW01,3.6
1746,300007 ,2009KW02,3.0
1747,300007 ,2009KW03,3.0
1748,300007 ,2009KW04,3.6
1749,300007 ,2009JJ00,3.3
1750,300007 ,2010KW01,3.6
1751,300007 ,2010KW02,3.3
1752,300007 ,2010KW03,3.3
1753,300007 ,2010KW04,3.6
1754,300007 ,2010JJ00,3.5
1755,300007 ,2011KW01,3.8
1756,300007 ,2011KW02,3.3
1757,300007 ,2011KW03,3.1
1758,300007 ,2011KW04,3.4
1759,300007 ,2011JJ00,3.4
1760,300007 ,2012KW01,3.5
1761,300007 ,2012KW02,3.1
1762,300007 ,2012KW03,3.0
1763,300007 ,2012KW04,3.3
1764,300007 ,2012JJ00,3.2
1765,300007 ,2013KW01,3.7
1766,300007 ,2013KW02,3.1
1767,300007 ,2013KW03,2.9
1768,300007 ,2013KW04,3.1
1769,300007 ,2013JJ00,3.2
1770,300007 ,2014KW01,3.2
1771,300007 ,2014KW02,3.0
1772,300007 ,2014KW03,2.9
1773,300007 ,2014KW04,3.2
1774,300007 ,2014JJ00,3.1
1775,300007 ,2015KW01,3.5
1776,300007 ,2015KW02,3.0
1777,300007 ,2015KW03,2.9
1778,300007 ,2015KW04,3.1
1779,300007 ,2015JJ00,3.1
1780,300007 ,2016KW01,3.4
1781,300007 ,2016KW02,3.0
1782,300007 ,2016KW03,2.9
1783,300007 ,2016KW04,3.3
1784,300007 ,2016JJ00,3.1
1785,300007 ,2017KW01,3.4
1786,300007 ,2017KW02,3.1
1787,300007 ,2017KW03,3.1
1788,300007 ,2017KW04,3.5
1789,300007 ,2017JJ00,3.3
1790,300007 ,2018KW01,4.0
1791,300007 ,2018KW02,3.3
1792,300007 ,2018KW03,3.2
1793,300007 ,2018KW04,3.6
1794,300007 ,2018JJ00,3.5
1795,300007 ,2019KW01,3.8
1796,300007 ,2019KW02,3.5
1797,300007 ,2019KW03,3.4
1798,300007 ,2019KW04,3.8
1799,300007 ,2019JJ00,3.6
1800,300007 ,2020KW01,4.3
1801,300007 ,2020KW02,3.8
1802,300007 ,2020KW03,3.8
1803,300007 ,2020KW04,4.2
1804,300007 ,2020JJ00,4.0
1805,300007 ,2021KW01,4.1
1806,300007 ,2021KW02,4.0
1807,300007 ,2021KW03,4.0
1808,300007 ,2021KW04,4.5
1809,300007 ,2021JJ00,4.1
1810,300007 ,2022KW01,5.4
1811,300007 ,2022KW02,4.6
1812,300007 ,2022KW03,4.2
1813,300007 ,2022KW04,4.7
1814,300007 ,2022JJ00,4.7
1815,300007 ,2023KW01,4.8
1816,300007 ,2023KW02,4.3
1817,300007 ,2023KW03,4.1
1818,300007 ,2023KW04,4.6
1819,300007 ,2023JJ00,4.4
1820,354200 ,1996KW01,4.4
1821,354200 ,1996KW02,3.7
1822,354200 ,1996KW03,3.0
1823,354200 ,1996KW04,3.7
1824,354200 ,1996JJ00,3.7
1825,354200 ,1997KW01,3.5
1826,354200 ,1997KW02,3.6
1827,354200 ,1997KW03,2.8
1828,354200 ,1997KW04,3.4
1829,354200 ,1997JJ00,3.3
1830,354200 ,1998KW01,3.7
1831,354200 ,1998KW02,3.3
1832,354200 ,1998KW03,3.4
1833,354200 ,1998KW04,3.9
1834,354200 ,1998JJ00,3.6
1835,354200 ,1999KW01,4.3
1836,354200 ,1999KW02,3.8
1837,354200 ,1999KW03,3.8
1838,354200 ,1999KW04,4.2
1839,354200 ,1999JJ00,4.0
1840,354200 ,2000KW01,4.8
1841,354200 ,2000KW02,4.3
1842,354200 ,2000KW03,4.2
1843,354200 ,2000KW04,4.3
1844,354200 ,2000JJ00,4.4
1845,354200 ,2001KW01,4.5
1846,354200 ,2001KW02,4.3
1847,354200 ,2001KW03,4.2
1848,354200 ,2001KW04,4.2
1849,354200 ,2001JJ00,4.3
1850,354200 ,2002KW01,4.8
1851,354200 ,2002KW02,4.6
1852,354200 ,2002KW03,4.3
1853,354200 ,2002KW04,4.7
1854,354200 ,2002JJ00,4.6
1855,354200 ,2003KW01,4.5
1856,354200 ,2003KW02,3.8
1857,354200 ,2003KW03,3.3
1858,354200 ,2003KW04,4.0
1859,354200 ,2003JJ00,3.9
1860,354200 ,2004KW01,3.4
1861,354200 ,2004KW02,2.9
1862,354200 ,2004KW03,2.7
1863,354200 ,2004KW04,3.1
1864,354200 ,2004JJ00,3.0
1865,354200 ,2005KW01,3.2
1866,354200 ,2005KW02,2.8
1867,354200 ,2005KW03,2.5
1868,354200 ,2005KW04,2.9
1869,354200 ,2005JJ00,2.8
1870,354200 ,2006KW01,3.5
1871,354200 ,2006KW02,3.1
1872,354200 ,2006KW03,2.9
1873,354200 ,2006KW04,3.3
1874,354200 ,2006JJ00,3.2
1875,354200 ,2007KW01,3.6
1876,354200 ,2007KW02,3.2
1877,354200 ,2007KW03,3.0
1878,354200 ,2007KW04,3.4
1879,354200 ,2007JJ00,3.3
1880,354200 ,2008KW01,3.7
1881,354200 ,2008KW02,3.2
1882,354200 ,2008KW03,2.9
1883,354200 ,2008KW04,3.3
1884,354200 ,2008JJ00,3.3
1885,354200 ,2009KW01,3.6
1886,354200 ,2009KW02,3.1
1887,354200 ,2009KW03,3.0
1888,354200 ,2009KW04,3.5
1889,354200 ,2009JJ00,3.3
1890,354200 ,2010KW01,3.4
1891,354200 ,2010KW02,3.2
1892,354200 ,2010KW03,3.1
1893,354200 ,2010KW04,3.4
1894,354200 ,2010JJ00,3.3
1895,354200 ,2011KW01,3.6
1896,354200 ,2011KW02,3.3
1897,354200 ,2011KW03,3.0
1898,354200 ,2011KW04,3.3
1899,354200 ,2011JJ00,3.3
1900,354200 ,2012KW01,3.3
1901,354200 ,2012KW02,3.1
1902,354200 ,2012KW03,2.9
1903,354200 ,2012KW04,3.2
1904,354200 ,2012JJ00,3.2
1905,354200 ,2013KW01,3.5
1906,354200 ,2013KW02,3.0
1907,354200 ,2013KW03,2.8
1908,354200 ,2013KW04,3.1
1909,354200 ,2013JJ00,3.1
1910,354200 ,2014KW01,3.2
1911,354200 ,2014KW02,2.9
1912,354200 ,2014KW03,2.8
1913,354200 ,2014KW04,3.2
1914,354200 ,2014JJ00,3.0
1915,354200 ,2015KW01,3.5
1916,354200 ,2015KW02,3.0
1917,354200 ,2015KW03,2.8
1918,354200 ,2015KW04,3.1
1919,354200 ,2015JJ00,3.1
1920,354200 ,2016KW01,3.3
1921,354200 ,2016KW02,3.0
1922,354200 ,2016KW03,2.8
1923,354200 ,2016KW04,3.2
1924,354200 ,2016JJ00,3.1
1925,354200 ,2017KW01,3.5
1926,354200 ,2017KW02,3.1
1927,354200 ,2017KW03,3.0
1928,354200 ,2017KW04,3.5
1929,354200 ,2017JJ00,3.3
1930,354200 ,2018KW01,4.0
1931,354200 ,2018KW02,3.4
1932,354200 ,2018KW03,3.3
1933,354200 ,2018KW04,3.8
1934,354200 ,2018JJ00,3.6
1935,354200 ,2019KW01,4.0
1936,354200 ,2019KW02,3.7
1937,354200 ,2019KW03,3.5
1938,354200 ,2019KW04,3.9
1939,354200 ,2019JJ00,3.8
1940,354200 ,2020KW01,4.8
1941,354200 ,2020KW02,4.3
1942,354200 ,2020KW03,4.0
1943,354200 ,2020KW04,4.6
1944,354200 ,2020JJ00,4.4
1945,354200 ,2021KW01,4.6
1946,354200 ,2021KW02,4.3
1947,354200 ,2021KW03,4.3
1948,354200 ,2021KW04,4.9
1949,354200 ,2021JJ00,4.5
1950,354200 ,2022KW01,5.8
1951,354200 ,2022KW02,5.0
1952,354200 ,2022KW03,4.5
1953,354200 ,2022KW04,4.9
1954,354200 ,2022JJ00,5.0
1955,354200 ,2023KW01,5.1
1956,354200 ,2023KW02,4.5
1957,354200 ,2023KW03,4.1
1958,354200 ,2023KW04,4.9
1959,354200 ,2023JJ00,4.6
1960,354300 ,1996KW01,4.3
1961,354300 ,1996KW02,3.2
1962,354300 ,1996KW03,2.9
1963,354300 ,1996KW04,3.7
1964,354300 ,1996JJ00,3.5
1965,354300 ,1997KW01,3.3
1966,354300 ,1997KW02,3.4
1967,354300 ,1997KW03,2.7
1968,354300 ,1997KW04,3.4
1969,354300 ,1997JJ00,3.2
1970,354300 ,1998KW01,3.5
1971,354300 ,1998KW02,3.4
1972,354300 ,1998KW03,3.5
1973,354300 ,1998KW04,3.9
1974,354300 ,1998JJ00,3.6
1975,354300 ,1999KW01,3.7
1976,354300 ,1999KW02,3.4
1977,354300 ,1999KW03,3.3
1978,354300 ,1999KW04,3.5
1979,354300 ,1999JJ00,3.5
1980,354300 ,2000KW01,4.0
1981,354300 ,2000KW02,3.9
1982,354300 ,2000KW03,3.5
1983,354300 ,2000KW04,3.7
1984,354300 ,2000JJ00,3.8
1985,354300 ,2001KW01,4.1
1986,354300 ,2001KW02,3.8
1987,354300 ,2001KW03,4.0
1988,354300 ,2001KW04,3.9
1989,354300 ,2001JJ00,3.9
1990,354300 ,2002KW01,3.8
1991,354300 ,2002KW02,3.4
1992,354300 ,2002KW03,3.1
1993,354300 ,2002KW04,3.8
1994,354300 ,2002JJ00,3.5
1995,354300 ,2003KW01,3.4
1996,354300 ,2003KW02,3.2
1997,354300 ,2003KW03,2.6
1998,354300 ,2003KW04,3.4
1999,354300 ,2003JJ00,3.1
2000,354300 ,2004KW01,3.4
2001,354300 ,2004KW02,3.1
2002,354300 ,2004KW03,2.9
2003,354300 ,2004KW04,3.3
2004,354300 ,2004JJ00,3.2
2005,354300 ,2005KW01,3.2
2006,354300 ,2005KW02,2.9
2007,354300 ,2005KW03,2.6
2008,354300 ,2005KW04,3.0
2009,354300 ,2005JJ00,2.9
2010,354300 ,2006KW01,2.9
2011,354300 ,2006KW02,2.7
2012,354300 ,2006KW03,2.5
2013,354300 ,2006KW04,2.9
2014,354300 ,2006JJ00,2.8
2015,354300 ,2007KW01,3.3
2016,354300 ,2007KW02,3.1
2017,354300 ,2007KW03,2.9
2018,354300 ,2007KW04,3.3
2019,354300 ,2007JJ00,3.2
2020,354300 ,2008KW01,3.3
2021,354300 ,2008KW02,3.0
2022,354300 ,2008KW03,2.7
2023,354300 ,2008KW04,3.1
2024,354300 ,2008JJ00,3.0
2025,354300 ,2009KW01,3.3
2026,354300 ,2009KW02,2.8
2027,354300 ,2009KW03,3.0
2028,354300 ,2009KW04,3.4
2029,354300 ,2009JJ00,3.1
2030,354300 ,2010KW01,3.3
2031,354300 ,2010KW02,3.0
2032,354300 ,2010KW03,2.9
2033,354300 ,2010KW04,3.6
2034,354300 ,2010JJ00,3.2
2035,354300 ,2011KW01,3.3
2036,354300 ,2011KW02,3.3
2037,354300 ,2011KW03,2.8
2038,354300 ,2011KW04,3.1
2039,354300 ,2011JJ00,3.1
2040,354300 ,2012KW01,3.1
2041,354300 ,2012KW02,2.9
2042,354300 ,2012KW03,2.6
2043,354300 ,2012KW04,3.0
2044,354300 ,2012JJ00,2.9
2045,354300 ,2013KW01,3.3
2046,354300 ,2013KW02,3.2
2047,354300 ,2013KW03,2.8
2048,354300 ,2013KW04,2.9
2049,354300 ,2013JJ00,3.1
2050,354300 ,2014KW01,3.0
2051,354300 ,2014KW02,2.8
2052,354300 ,2014KW03,2.8
2053,354300 ,2014KW04,3.1
2054,354300 ,2014JJ00,2.9
2055,354300 ,2015KW01,3.1
2056,354300 ,2015KW02,2.9
2057,354300 ,2015KW03,2.6
2058,354300 ,2015KW04,3.0
2059,354300 ,2015JJ00,2.9
2060,354300 ,2016KW01,3.2
2061,354300 ,2016KW02,2.9
2062,354300 ,2016KW03,2.7
2063,354300 ,2016KW04,2.8
2064,354300 ,2016JJ00,2.9
2065,354300 ,2017KW01,3.3
2066,354300 ,2017KW02,3.0
2067,354300 ,2017KW03,2.9
2068,354300 ,2017KW04,3.2
2069,354300 ,2017JJ00,3.1
2070,354300 ,2018KW01,3.6
2071,354300 ,2018KW02,3.1
2072,354300 ,2018KW03,2.9
2073,354300 ,2018KW04,3.2
2074,354300 ,2018JJ00,3.2
2075,354300 ,2019KW01,3.5
2076,354300 ,2019KW02,3.3
2077,354300 ,2019KW03,2.9
2078,354300 ,2019KW04,3.4
2079,354300 ,2019JJ00,3.2
2080,354300 ,2020KW01,4.4
2081,354300 ,2020KW02,3.8
2082,354300 ,2020KW03,3.6
2083,354300 ,2020KW04,4.7
2084,354300 ,2020JJ00,4.1
2085,354300 ,2021KW01,4.3
2086,354300 ,2021KW02,3.9
2087,354300 ,2021KW03,4.1
2088,354300 ,2021KW04,4.5
2089,354300 ,2021JJ00,4.2
2090,354300 ,2022KW01,5.5
2091,354300 ,2022KW02,5.0
2092,354300 ,2022KW03,4.8
2093,354300 ,2022KW04,4.9
2094,354300 ,2022JJ00,5.0
2095,354300 ,2023KW01,5.3
2096,354300 ,2023KW02,4.3
2097,354300 ,2023KW03,3.7
2098,354300 ,2023KW04,4.5
2099,354300 ,2023JJ00,4.5
2100,356900 ,1996KW01,4.2
2101,356900 ,1996KW02,3.6
2102,356900 ,1996KW03,3.2
2103,356900 ,1996KW04,3.4
2104,356900 ,1996JJ00,3.6
2105,356900 ,1997KW01,3.6
2106,356900 ,1997KW02,3.6
2107,356900 ,1997KW03,2.9
2108,356900 ,1997KW04,3.5
2109,356900 ,1997JJ00,3.4
2110,356900 ,1998KW01,3.9
2111,356900 ,1998KW02,3.4
2112,356900 ,1998KW03,3.3
2113,356900 ,1998KW04,4.0
2114,356900 ,1998JJ00,3.6
2115,356900 ,1999KW01,4.2
2116,356900 ,1999KW02,3.7
2117,356900 ,1999KW03,3.7
2118,356900 ,1999KW04,4.1
2119,356900 ,1999JJ00,3.9
2120,356900 ,2000KW01,4.5
2121,356900 ,2000KW02,4.3
2122,356900 ,2000KW03,4.0
2123,356900 ,2000KW04,4.3
2124,356900 ,2000JJ00,4.3
2125,356900 ,2001KW01,4.4
2126,356900 ,2001KW02,4.3
2127,356900 ,2001KW03,4.2
2128,356900 ,2001KW04,4.3
2129,356900 ,2001JJ00,4.3
2130,356900 ,2002KW01,4.7
2131,356900 ,2002KW02,4.5
2132,356900 ,2002KW03,4.2
2133,356900 ,2002KW04,4.4
2134,356900 ,2002JJ00,4.4
2135,356900 ,2003KW01,4.3
2136,356900 ,2003KW02,3.6
2137,356900 ,2003KW03,3.3
2138,356900 ,2003KW04,3.7
2139,356900 ,2003JJ00,3.7
2140,356900 ,2004KW01,4.0
2141,356900 ,2004KW02,3.6
2142,356900 ,2004KW03,3.4
2143,356900 ,2004KW04,3.8
2144,356900 ,2004JJ00,3.7
2145,356900 ,2005KW01,3.8
2146,356900 ,2005KW02,3.4
2147,356900 ,2005KW03,3.2
2148,356900 ,2005KW04,3.6
2149,356900 ,2005JJ00,3.5
2150,356900 ,2006KW01,4.0
2151,356900 ,2006KW02,3.6
2152,356900 ,2006KW03,3.4
2153,356900 ,2006KW04,3.8
2154,356900 ,2006JJ00,3.7
2155,356900 ,2007KW01,4.1
2156,356900 ,2007KW02,3.7
2157,356900 ,2007KW03,3.5
2158,356900 ,2007KW04,3.9
2159,356900 ,2007JJ00,3.8
2160,356900 ,2008KW01,3.8
2161,356900 ,2008KW02,3.3
2162,356900 ,2008KW03,3.0
2163,356900 ,2008KW04,3.5
2164,356900 ,2008JJ00,3.4
2165,356900 ,2009KW01,3.7
2166,356900 ,2009KW02,3.3
2167,356900 ,2009KW03,3.2
2168,356900 ,2009KW04,3.7
2169,356900 ,2009JJ00,3.5
2170,356900 ,2010KW01,3.5
2171,356900 ,2010KW02,3.4
2172,356900 ,2010KW03,3.2
2173,356900 ,2010KW04,3.6
2174,356900 ,2010JJ00,3.5
2175,356900 ,2011KW01,3.8
2176,356900 ,2011KW02,3.3
2177,356900 ,2011KW03,3.1
2178,356900 ,2011KW04,3.4
2179,356900 ,2011JJ00,3.4
2180,356900 ,2012KW01,3.4
2181,356900 ,2012KW02,3.2
2182,356900 ,2012KW03,3.1
2183,356900 ,2012KW04,3.4
2184,356900 ,2012JJ00,3.3
2185,356900 ,2013KW01,3.7
2186,356900 ,2013KW02,3.0
2187,356900 ,2013KW03,2.9
2188,356900 ,2013KW04,3.3
2189,356900 ,2013JJ00,3.2
2190,356900 ,2014KW01,3.3
2191,356900 ,2014KW02,2.9
2192,356900 ,2014KW03,2.8
2193,356900 ,2014KW04,3.2
2194,356900 ,2014JJ00,3.1
2195,356900 ,2015KW01,3.6
2196,356900 ,2015KW02,3.2
2197,356900 ,2015KW03,3.0
2198,356900 ,2015KW04,3.2
2199,356900 ,2015JJ00,3.3
2200,356900 ,2016KW01,3.5
2201,356900 ,2016KW02,3.0
2202,356900 ,2016KW03,2.8
2203,356900 ,2016KW04,3.3
2204,356900 ,2016JJ00,3.2
2205,356900 ,2017KW01,3.7
2206,356900 ,2017KW02,3.3
2207,356900 ,2017KW03,3.1
2208,356900 ,2017KW04,3.7
2209,356900 ,2017JJ00,3.5
2210,356900 ,2018KW01,4.2
2211,356900 ,2018KW02,3.6
2212,356900 ,2018KW03,3.4
2213,356900 ,2018KW04,3.9
2214,356900 ,2018JJ00,3.7
2215,356900 ,2019KW01,4.2
2216,356900 ,2019KW02,3.8
2217,356900 ,2019KW03,3.8
2218,356900 ,2019KW04,4.1
2219,356900 ,2019JJ00,4.0
2220,356900 ,2020KW01,4.7
2221,356900 ,2020KW02,4.2
2222,356900 ,2020KW03,4.0
2223,356900 ,2020KW04,4.4
2224,356900 ,2020JJ00,4.4
2225,356900 ,2021KW01,4.3
2226,356900 ,2021KW02,4.2
2227,356900 ,2021KW03,4.3
2228,356900 ,2021KW04,4.9
2229,356900 ,2021JJ00,4.4
2230,356900 ,2022KW01,5.5
2231,356900 ,2022KW02,4.7
2232,356900 ,2022KW03,4.4
2233,356900 ,2022KW04,4.9
2234,356900 ,2022JJ00,4.9
2235,356900 ,2023KW01,4.9
2236,356900 ,2023KW02,4.3
2237,356900 ,2023KW03,4.2
2238,356900 ,2023KW04,4.9
2239,356900 ,2023JJ00,4.6
2240,371600 ,1996KW01,4.6
2241,371600 ,1996KW02,3.8
2242,371600 ,1996KW03,2.9
2243,371600 ,1996KW04,3.9
2244,371600 ,1996JJ00,3.8
2245,371600 ,1997KW01,3.4
2246,371600 ,1997KW02,3.6
2247,371600 ,1997KW03,2.8
2248,371600 ,1997KW04,3.3
2249,371600 ,1997JJ00,3.3
2250,371600 ,1998KW01,3.7
2251,371600 ,1998KW02,3.3
2252,371600 ,1998KW03,3.4
2253,371600 ,1998KW04,3.8
2254,371600 ,1998JJ00,3.6
2255,371600 ,1999KW01,4.5
2256,371600 ,1999KW02,3.9
2257,371600 ,1999KW03,4.0
2258,371600 ,1999KW04,4.4
2259,371600 ,1999JJ00,4.2
2260,371600 ,2000KW01,5.0
2261,371600 ,2000KW02,4.4
2262,371600 ,2000KW03,4.4
2263,371600 ,2000KW04,4.4
2264,371600 ,2000JJ00,4.5
2265,371600 ,2001KW01,4.6
2266,371600 ,2001KW02,4.4
2267,371600 ,2001KW03,4.3
2268,371600 ,2001KW04,4.2
2269,371600 ,2001JJ00,4.4
2270,371600 ,2002KW01,5.0
2271,371600 ,2002KW02,4.9
2272,371600 ,2002KW03,4.6
2273,371600 ,2002KW04,4.9
2274,371600 ,2002JJ00,4.8
2275,371600 ,2003KW01,4.8
2276,371600 ,2003KW02,4.1
2277,371600 ,2003KW03,3.4
2278,371600 ,2003KW04,4.2
2279,371600 ,2003JJ00,4.1
2280,371600 ,2004KW01,3.0
2281,371600 ,2004KW02,2.6
2282,371600 ,2004KW03,2.3
2283,371600 ,2004KW04,2.7
2284,371600 ,2004JJ00,2.6
2285,371600 ,2005KW01,2.8
2286,371600 ,2005KW02,2.3
2287,371600 ,2005KW03,2.0
2288,371600 ,2005KW04,2.4
2289,371600 ,2005JJ00,2.4
2290,371600 ,2006KW01,3.2
2291,371600 ,2006KW02,2.8
2292,371600 ,2006KW03,2.6
2293,371600 ,2006KW04,3.0
2294,371600 ,2006JJ00,2.9
2295,371600 ,2007KW01,3.5
2296,371600 ,2007KW02,3.1
2297,371600 ,2007KW03,2.9
2298,371600 ,2007KW04,3.3
2299,371600 ,2007JJ00,3.2
2300,371600 ,2008KW01,3.6
2301,371600 ,2008KW02,3.1
2302,371600 ,2008KW03,2.9
2303,371600 ,2008KW04,3.2
2304,371600 ,2008JJ00,3.2
2305,371600 ,2009KW01,3.5
2306,371600 ,2009KW02,2.9
2307,371600 ,2009KW03,2.8
2308,371600 ,2009KW04,3.4
2309,371600 ,2009JJ00,3.2
2310,371600 ,2010KW01,3.4
2311,371600 ,2010KW02,3.1
2312,371600 ,2010KW03,3.0
2313,371600 ,2010KW04,3.2
2314,371600 ,2010JJ00,3.2
2315,371600 ,2011KW01,3.6
2316,371600 ,2011KW02,3.2
2317,371600 ,2011KW03,3.0
2318,371600 ,2011KW04,3.2
2319,371600 ,2011JJ00,3.3
2320,371600 ,2012KW01,3.4
2321,371600 ,2012KW02,3.1
2322,371600 ,2012KW03,2.8
2323,371600 ,2012KW04,3.2
2324,371600 ,2012JJ00,3.1
2325,371600 ,2013KW01,3.4
2326,371600 ,2013KW02,2.9
2327,371600 ,2013KW03,2.8
2328,371600 ,2013KW04,2.9
2329,371600 ,2013JJ00,3.0
2330,371600 ,2014KW01,3.1
2331,371600 ,2014KW02,2.9
2332,371600 ,2014KW03,2.8
2333,371600 ,2014KW04,3.1
2334,371600 ,2014JJ00,2.9
2335,371600 ,2015KW01,3.4
2336,371600 ,2015KW02,2.9
2337,371600 ,2015KW03,2.6
2338,371600 ,2015KW04,2.9
2339,371600 ,2015JJ00,3.0
2340,371600 ,2016KW01,3.2
2341,371600 ,2016KW02,3.0
2342,371600 ,2016KW03,2.8
2343,371600 ,2016KW04,3.2
2344,371600 ,2016JJ00,3.1
2345,371600 ,2017KW01,3.2
2346,371600 ,2017KW02,3.0
2347,371600 ,2017KW03,2.9
2348,371600 ,2017KW04,3.3
2349,371600 ,2017JJ00,3.1
2350,371600 ,2018KW01,4.0
2351,371600 ,2018KW02,3.4
2352,371600 ,2018KW03,3.3
2353,371600 ,2018KW04,3.8
2354,371600 ,2018JJ00,3.6
2355,371600 ,2019KW01,4.1
2356,371600 ,2019KW02,3.7
2357,371600 ,2019KW03,3.5
2358,371600 ,2019KW04,3.9
2359,371600 ,2019JJ00,3.8
